device_tenure_days,mobile_phone_number,sim_tenure_days,phone_number_velocity,phone_number_tenure_days,mno_tenure_days,sim_velocity,device_velocity,event_date,is_fraud,mno_name
0.86277004634629684,[375546202479863.0],590.85931010345905,1.0532749845601739,85.447771303124753,380.72692159474371,0.15232052446502209,104.31516529941744,2016-03-27 19:20:27.132533,False,Vodafone
1.7344585420215564,['+506568284110459'],558.05694997379805,0.33600352930464039,267.85432934664431,33.249180898366326,0.16127386282748685,51.889392464291866,2016-04-11 13:49:22.145845,False,Etisalat
0.9168451431553637,+256851702740029,154.29347473050356,0.18856918426686575,477.27840765663353,33.807605672907329,0.58330399362123608,98.162705743590422,2015-02-14 03:47:57.662341,False,MTN Group
1.8556455071516176,+256554581726256,649.27910773589781,0.8603124043930156,104.61316091739786,520.54693640731477,0.13861527181097685,48.500642850771847,2015-05-09 07:27:04.565544,False,Deutsche Telekom
3.3205719727499781,+268711144891310,1008.0314312618125,0.76621539662815807,117.4604431026289,43.72499372257586,0.089282930282582246,27.103764272715114,2015-07-15 14:13:52.316756,False,Ooredoo
0.44503318888418986,+44832015321536,145.62554087047337,2.0116874954090616,44.738559147676746,478.71842699748112,0.61802345565226424,202.23210818422922,2015-03-01 04:31:08.575791,False,Deutsche Telekom
0.65276656649255727,+381339014777380,636.40438964017414,0.69658798967529412,129.20119401132999,607.90755489180924,0.14141951480078005,137.87470838708489,2016-10-04 17:27:44.550960,False,Veon
1.5797620132172814,[nan],320.53900874500494,0.76950443152161707,116.95839076850294,32.586715391816888,0.28077705846902634,56.970606488194719,2016-08-27 00:23:41.076800,False,Airtel
2.5622132761075616,+225249688465545,271.82690151637109,0.5065211001005766,177.68262759859221,228.38813917494463,0.33109305774351272,35.125881533455065,2016-11-21 08:30:24.817356,False,Vodafone
3.2389755089100278,+385111231078165,501.95733056602865,0.25494602111765169,353.01590354480209,28.170354556014569,0.17929810866296569,27.786563915787859,2016-03-22 11:42:53.218246,False,Vodafone
0.20841334159590416,+357324422621953,389.90403041593726,1.872634763744244,48.060626526044665,172.51687788198763,0.23082603148264677,431.83415855642477,2016-09-26 15:37:01.906063,False,Vodafone
1.0448323513197026,+49537431164160,1472.4681934024748,1.0099582970836496,89.112590351387311,47.574985060087151,0.061121863550773481,86.138221013469916,2015-04-12 18:13:16.120663,False,Airtel
0.24905625651244545,+245151107931623,1281.6970617851346,0.43914906010654736,204.94180262657056,202.9490987114128,0.070219401045243032,361.36414021585784,2016-04-29 14:15:36.813873,False,Deutsche Telekom
0.5188329795181762,+39456393600057,34.831827509578993,1.6868899330360965,53.352621435126061,283.90374783798615,2.583843755405868,173.46622815608245,2016-02-15 06:08:32.867162,False,Orange
0.64043321369184603,+356458133523747,20.581774378939741,0.12355412334991554,728.42570980097946,23.023670453588409,4.3728008257680795,140.52987583386772,2016-10-21 19:55:16.313461,False,Airtel
0.76136221358459522,+255783506228901,396.07392285596228,4.216824815226353,21.343073033298143,31.152461520970061,0.22723030930953195,118.20917612428906,2016-04-27 17:20:15.029368,False,Orange
0.43079253401128553,"[""['+992505898933503']""]",203.572866307352,0.82663444479790238,108.87521148722931,150.13171522033062,0.44210214078392462,208.91726967032872,2016-09-12 22:03:30.463204,False,Telefónica
3.2419066921367801,+250401951309523,400.48315946390574,0.5178355032962898,173.80036599866872,388.75665469006219,0.22472855068481704,27.76144058010501,2015-04-04 00:23:09.369032,False,Veon
0.73940539161897478,+39474430461434,116.62726307917414,0.35394185703616465,254.27905236651367,194.07853188772819,0.77168920562683674,121.71942620399253,2016-06-08 17:09:42.985380,False,Airtel
1.3094945922778711,+267949757950145,619.05532645530741,0.15823508604084174,568.77398212916114,755.92230263616796,0.14538280530649395,68.728806159821275,2016-06-11 07:28:15.843354,False,Vodafone
0.51003479185303779,+502384025518410,196.90072111038663,0.32533391911496129,276.63884615792932,751.03820214602865,0.45708314064296462,176.45855035303697,2015-01-06 03:26:06.021717,False,Verizon Wireless
1.7008679350612448,['+992857387356244'],295.12614376688583,0.37277292968500186,241.43384037046684,280.71154681419631,0.30495434545808714,52.914161143710011,2015-04-18 15:25:11.004109,False,MTN Group
0.17214739797037598,+3434568936056,351.97547961983952,0.23058657848227057,390.30892687849979,408.02506014036214,0.25569963026176395,522.80778600840461,2016-09-08 08:52:08.631779,False,MTN Group
2.196333808603169,+245378971686286,117.92119694583623,0.45031672036148657,199.85933439858402,257.2770736051354,0.76322156093224658,40.977377686153488,2016-07-25 09:49:26.098577,False,Orange
6.05927024361426,+233878193337662,480.50280437209938,0.79833473867271665,112.73466584910341,55.49150302987664,0.18730379756598542,14.853273807163353,2015-01-21 01:35:46.334384,False,MTN Group
0.97727117893904636,+678334480935917,299.6471399285528,0.1877284682013512,479.41583321006516,72.697649119647494,0.30035327559428532,92.093169162838279,2015-10-30 05:22:26.186231,False,Airtel
0.47542781627117081,+44445315686260,36.180895570430458,0.10991914402413974,818.78366865952648,34.055991482750002,2.4875006154782486,189.30318529925162,2016-02-08 19:00:46.626514,False,Airtel
1.2087199211879844,+178715066706919,63.33288455359294,0.094165439968942943,955.76466301950313,224.73719448739547,1.4210627012234232,74.458936617462172,2015-07-05 14:44:20.133372,False,Telenor
0.87017278530231168,+248205448150248,267.01220834409133,1.0078819219469453,89.296174522254788,377.1365326957519,0.33706323976025643,103.42773472136639,2015-09-20 14:25:54.743714,False,Telenor
4.1606913313200291,+224342785574863,504.13035907243221,0.45979731897189646,195.73841839974048,90.085489533291764,0.17852525320156135,21.631020624509155,2016-05-06 22:01:23.155158,False,América Móvil
1.539196354375461,+2428445367661,753.59488999428083,0.82402893488078022,109.2194657133261,595.22509060198377,0.11942756140594719,58.472071964150466,2015-10-06 22:31:03.809600,False,Veon
0.17854601069741666,+375817627769584,141.19638450945482,0.35155039595948068,256.00881419679388,458.09331817081176,0.63741008888208039,504.071749620459,2016-01-26 03:13:47.323899,False,Airtel
0.75562245150167751,+233656111978302,262.84451263249798,0.567080897876034,158.70751481329978,140.40709458673206,0.34240775696099673,119.10710146467927,2016-01-11 04:40:11.786336,False,América Móvil
0.8336370357316627,+235484281063949,80.771075026860629,0.74542473305982393,120.73653584120756,208.84642061108491,1.1142602716389534,107.96065450836072,2015-10-12 19:20:34.444977,False,América Móvil
2.1987617331943308,+25037587103904,192.07611362436683,1.4649373572062376,61.436074080080665,579.68809379391666,0.46856424935798252,40.932129498747116,2016-09-29 17:19:55.915494,False,Telia Company
1.3327272828956138,+32918423068121,379.53343792964102,0.1082802638524341,831.17640092430224,153.40123613511562,0.23713325627104417,67.530695255564353,2015-09-19 01:49:17.216281,False,Ooredoo
0.74589120512561913,+963221363432923,278.70552537010389,0.43918494919629564,204.92505529777185,1134.8436717933837,0.32292147735673882,120.66102855421478,2015-09-09 19:31:43.652608,False,Vodafone
1.0827646477136152,+385440451278040,1118.1984905189684,0.092164708559690681,976.51260885517036,270.11660227444662,0.080486604805046727,83.120556429364015,2016-10-22 07:10:34.672790,False,Vodafone
